group,function,value,sample_time_nanos,iteration_count
neighbors,10_nn_linear_FixedDiscreteCandidates,64,13324100.0,34093
neighbors,10_nn_linear_FixedDiscreteCandidates,64,18948500.0,68186
neighbors,10_nn_linear_FixedDiscreteCandidates,64,26604200.0,102279
neighbors,10_nn_linear_FixedDiscreteCandidates,64,35788900.0,136372
neighbors,10_nn_linear_FixedDiscreteCandidates,64,45383700.0,170465
neighbors,10_nn_linear_FixedDiscreteCandidates,64,55418700.0,204558
neighbors,10_nn_linear_FixedDiscreteCandidates,64,64802500.0,238651
neighbors,10_nn_linear_FixedDiscreteCandidates,64,74729500.0,272744
neighbors,10_nn_linear_FixedDiscreteCandidates,64,82783900.0,306837
neighbors,10_nn_linear_FixedDiscreteCandidates,64,91917900.0,340930
neighbors,10_nn_linear_FixedDiscreteCandidates,64,100526500.0,375023
neighbors,10_nn_linear_FixedDiscreteCandidates,64,108151000.0,409116
neighbors,10_nn_linear_FixedDiscreteCandidates,64,117471300.0,443209
neighbors,10_nn_linear_FixedDiscreteCandidates,64,127637000.0,477302
neighbors,10_nn_linear_FixedDiscreteCandidates,64,137399600.0,511395
neighbors,10_nn_linear_FixedDiscreteCandidates,64,146265800.0,545488
neighbors,10_nn_linear_FixedDiscreteCandidates,64,156135100.0,579581
neighbors,10_nn_linear_FixedDiscreteCandidates,64,164245100.0,613674
neighbors,10_nn_linear_FixedDiscreteCandidates,64,173789000.0,647767
neighbors,10_nn_linear_FixedDiscreteCandidates,64,181815600.0,681860
neighbors,10_nn_linear_FixedDiscreteCandidates,64,192617500.0,715953
neighbors,10_nn_linear_FixedDiscreteCandidates,64,205385800.0,750046
neighbors,10_nn_linear_FixedDiscreteCandidates,64,212346600.0,784139
neighbors,10_nn_linear_FixedDiscreteCandidates,64,221885400.0,818232
neighbors,10_nn_linear_FixedDiscreteCandidates,64,231542200.0,852325
neighbors,10_nn_linear_FixedDiscreteCandidates,64,239904300.0,886418
neighbors,10_nn_linear_FixedDiscreteCandidates,64,250781300.0,920511
neighbors,10_nn_linear_FixedDiscreteCandidates,64,259230900.0,954604
neighbors,10_nn_linear_FixedDiscreteCandidates,64,269220300.0,988697
neighbors,10_nn_linear_FixedDiscreteCandidates,64,276767800.0,1022790
neighbors,10_nn_linear_FixedDiscreteCandidates,64,289446200.0,1056883
neighbors,10_nn_linear_FixedDiscreteCandidates,64,296999500.0,1090976
