group,function,value,sample_time_nanos,iteration_count
neighbors,nearest_1_linear,131072,10734266.0,76
neighbors,nearest_1_linear,131072,19735578.0,152
neighbors,nearest_1_linear,131072,28295800.0,228
neighbors,nearest_1_linear,131072,37137639.0,304
neighbors,nearest_1_linear,131072,46568225.0,380
neighbors,nearest_1_linear,131072,56191919.0,456
neighbors,nearest_1_linear,131072,63577016.0,532
neighbors,nearest_1_linear,131072,72495797.0,608
neighbors,nearest_1_linear,131072,81297396.0,684
neighbors,nearest_1_linear,131072,92173226.0,760
neighbors,nearest_1_linear,131072,102461362.0,836
neighbors,nearest_1_linear,131072,110618424.0,912
neighbors,nearest_1_linear,131072,119051883.0,988
neighbors,nearest_1_linear,131072,127596274.0,1064
neighbors,nearest_1_linear,131072,136522338.0,1140
neighbors,nearest_1_linear,131072,148350472.0,1216
neighbors,nearest_1_linear,131072,156919369.0,1292
neighbors,nearest_1_linear,131072,166312891.0,1368
neighbors,nearest_1_linear,131072,175084734.0,1444
neighbors,nearest_1_linear,131072,181883370.0,1520
neighbors,nearest_1_linear,131072,189282283.0,1596
neighbors,nearest_1_linear,131072,198712208.0,1672
neighbors,nearest_1_linear,131072,215032435.0,1748
neighbors,nearest_1_linear,131072,218859523.0,1824
neighbors,nearest_1_linear,131072,227481030.0,1900
neighbors,nearest_1_linear,131072,237670290.0,1976
neighbors,nearest_1_linear,131072,252978820.0,2052
neighbors,nearest_1_linear,131072,257020386.0,2128
neighbors,nearest_1_linear,131072,263956495.0,2204
neighbors,nearest_1_linear,131072,272205478.0,2280
neighbors,nearest_1_linear,131072,284959855.0,2356
neighbors,nearest_1_linear,131072,299533512.0,2432
