group,function,value,sample_time_nanos,iteration_count
neighbors,2_nn_linear_handrolled,2048,10050396.0,2739
neighbors,2_nn_linear_handrolled,2048,19500050.0,5478
neighbors,2_nn_linear_handrolled,2048,29896271.0,8217
neighbors,2_nn_linear_handrolled,2048,37329555.0,10956
neighbors,2_nn_linear_handrolled,2048,46772657.0,13695
neighbors,2_nn_linear_handrolled,2048,56457594.0,16434
neighbors,2_nn_linear_handrolled,2048,66062812.0,19173
neighbors,2_nn_linear_handrolled,2048,75270817.0,21912
neighbors,2_nn_linear_handrolled,2048,84443597.0,24651
neighbors,2_nn_linear_handrolled,2048,94149531.0,27390
neighbors,2_nn_linear_handrolled,2048,103986879.0,30129
neighbors,2_nn_linear_handrolled,2048,119693932.0,32868
neighbors,2_nn_linear_handrolled,2048,123142040.0,35607
neighbors,2_nn_linear_handrolled,2048,139851105.0,38346
neighbors,2_nn_linear_handrolled,2048,169616680.0,41085
neighbors,2_nn_linear_handrolled,2048,209168092.0,43824
neighbors,2_nn_linear_handrolled,2048,252618440.0,46563
neighbors,2_nn_linear_handrolled,2048,302751392.0,49302
neighbors,2_nn_linear_handrolled,2048,336670939.0,52041
neighbors,2_nn_linear_handrolled,2048,317907224.0,54780
neighbors,2_nn_linear_handrolled,2048,310084885.0,57519
neighbors,2_nn_linear_handrolled,2048,294795827.0,60258
neighbors,2_nn_linear_handrolled,2048,265768985.0,62997
neighbors,2_nn_linear_handrolled,2048,259880215.0,65736
neighbors,2_nn_linear_handrolled,2048,266383305.0,68475
neighbors,2_nn_linear_handrolled,2048,253454187.0,71214
neighbors,2_nn_linear_handrolled,2048,250703051.0,73953
neighbors,2_nn_linear_handrolled,2048,258266646.0,76692
neighbors,2_nn_linear_handrolled,2048,280090399.0,79431
neighbors,2_nn_linear_handrolled,2048,301934254.0,82170
neighbors,2_nn_linear_handrolled,2048,315995204.0,84909
neighbors,2_nn_linear_handrolled,2048,329174423.0,87648
