group,function,value,sample_time_nanos,iteration_count
octree,iteration,1477,403237000,11069
octree,iteration,1477,673741500,22138
octree,iteration,1477,977221800,33207
octree,iteration,1477,1299754000,44276
octree,iteration,1477,1652443200,55345
