group,function,value,sample_time_nanos,iteration_count
neighbors,nearest_1_linear,256,10648028.0,38982
neighbors,nearest_1_linear,256,19687453.0,77964
neighbors,nearest_1_linear,256,27893692.0,116946
neighbors,nearest_1_linear,256,36277914.0,155928
neighbors,nearest_1_linear,256,45272499.0,194910
neighbors,nearest_1_linear,256,55728482.0,233892
neighbors,nearest_1_linear,256,63387228.0,272874
neighbors,nearest_1_linear,256,73260397.0,311856
neighbors,nearest_1_linear,256,81789761.0,350838
neighbors,nearest_1_linear,256,90834010.0,389820
neighbors,nearest_1_linear,256,99972536.0,428802
neighbors,nearest_1_linear,256,109661419.0,467784
neighbors,nearest_1_linear,256,119862845.0,506766
neighbors,nearest_1_linear,256,128768495.0,545748
neighbors,nearest_1_linear,256,136714242.0,584730
neighbors,nearest_1_linear,256,145773559.0,623712
neighbors,nearest_1_linear,256,154544764.0,662694
neighbors,nearest_1_linear,256,162563958.0,701676
neighbors,nearest_1_linear,256,173173555.0,740658
neighbors,nearest_1_linear,256,182521966.0,779640
neighbors,nearest_1_linear,256,191382575.0,818622
neighbors,nearest_1_linear,256,200525546.0,857604
neighbors,nearest_1_linear,256,208363994.0,896586
neighbors,nearest_1_linear,256,217529906.0,935568
neighbors,nearest_1_linear,256,228766392.0,974550
neighbors,nearest_1_linear,256,237444253.0,1013532
neighbors,nearest_1_linear,256,246225182.0,1052514
neighbors,nearest_1_linear,256,253329377.0,1091496
neighbors,nearest_1_linear,256,262893462.0,1130478
neighbors,nearest_1_linear,256,272107882.0,1169460
neighbors,nearest_1_linear,256,280754673.0,1208442
neighbors,nearest_1_linear,256,296351604.0,1247424
