group,function,value,sample_time_nanos,iteration_count
neighbors,nearest_1_hwt_maxerr_10,8,9295398.0,149395
neighbors,nearest_1_hwt_maxerr_10,8,18433981.0,298790
neighbors,nearest_1_hwt_maxerr_10,8,27288783.0,448185
neighbors,nearest_1_hwt_maxerr_10,8,36572002.0,597580
neighbors,nearest_1_hwt_maxerr_10,8,45506716.0,746975
neighbors,nearest_1_hwt_maxerr_10,8,54789809.0,896370
neighbors,nearest_1_hwt_maxerr_10,8,62560681.0,1045765
neighbors,nearest_1_hwt_maxerr_10,8,72016969.0,1195160
neighbors,nearest_1_hwt_maxerr_10,8,82128690.0,1344555
neighbors,nearest_1_hwt_maxerr_10,8,90858003.0,1493950
neighbors,nearest_1_hwt_maxerr_10,8,103660083.0,1643345
neighbors,nearest_1_hwt_maxerr_10,8,111738305.0,1792740
neighbors,nearest_1_hwt_maxerr_10,8,121427890.0,1942135
neighbors,nearest_1_hwt_maxerr_10,8,130727591.0,2091530
neighbors,nearest_1_hwt_maxerr_10,8,139626272.0,2240925
neighbors,nearest_1_hwt_maxerr_10,8,146744620.0,2390320
neighbors,nearest_1_hwt_maxerr_10,8,156187100.0,2539715
neighbors,nearest_1_hwt_maxerr_10,8,166015078.0,2689110
neighbors,nearest_1_hwt_maxerr_10,8,176408382.0,2838505
neighbors,nearest_1_hwt_maxerr_10,8,183695955.0,2987900
neighbors,nearest_1_hwt_maxerr_10,8,193921379.0,3137295
neighbors,nearest_1_hwt_maxerr_10,8,201977009.0,3286690
neighbors,nearest_1_hwt_maxerr_10,8,211855075.0,3436085
neighbors,nearest_1_hwt_maxerr_10,8,220014281.0,3585480
neighbors,nearest_1_hwt_maxerr_10,8,234639480.0,3734875
neighbors,nearest_1_hwt_maxerr_10,8,241590644.0,3884270
neighbors,nearest_1_hwt_maxerr_10,8,249970645.0,4033665
neighbors,nearest_1_hwt_maxerr_10,8,261280735.0,4183060
neighbors,nearest_1_hwt_maxerr_10,8,267980386.0,4332455
neighbors,nearest_1_hwt_maxerr_10,8,278825623.0,4481850
neighbors,nearest_1_hwt_maxerr_10,8,284112082.0,4631245
neighbors,nearest_1_hwt_maxerr_10,8,296775607.0,4780640
