group,function,value,sample_time_nanos,iteration_count
neighbors,10_nn_linear_FixedHammingHeap,4,10379604.0,68166
neighbors,10_nn_linear_FixedHammingHeap,4,20804468.0,136332
neighbors,10_nn_linear_FixedHammingHeap,4,35666298.0,204498
neighbors,10_nn_linear_FixedHammingHeap,4,42680570.0,272664
neighbors,10_nn_linear_FixedHammingHeap,4,52986315.0,340830
neighbors,10_nn_linear_FixedHammingHeap,4,63603183.0,408996
neighbors,10_nn_linear_FixedHammingHeap,4,74200361.0,477162
neighbors,10_nn_linear_FixedHammingHeap,4,84586996.0,545328
neighbors,10_nn_linear_FixedHammingHeap,4,93085788.0,613494
neighbors,10_nn_linear_FixedHammingHeap,4,100038316.0,681660
neighbors,10_nn_linear_FixedHammingHeap,4,107484398.0,749826
neighbors,10_nn_linear_FixedHammingHeap,4,119592016.0,817992
neighbors,10_nn_linear_FixedHammingHeap,4,125165181.0,886158
neighbors,10_nn_linear_FixedHammingHeap,4,132415615.0,954324
neighbors,10_nn_linear_FixedHammingHeap,4,141256760.0,1022490
neighbors,10_nn_linear_FixedHammingHeap,4,150618532.0,1090656
neighbors,10_nn_linear_FixedHammingHeap,4,158859364.0,1158822
neighbors,10_nn_linear_FixedHammingHeap,4,165172531.0,1226988
neighbors,10_nn_linear_FixedHammingHeap,4,173627558.0,1295154
neighbors,10_nn_linear_FixedHammingHeap,4,184816561.0,1363320
neighbors,10_nn_linear_FixedHammingHeap,4,191246449.0,1431486
neighbors,10_nn_linear_FixedHammingHeap,4,199767850.0,1499652
neighbors,10_nn_linear_FixedHammingHeap,4,210064477.0,1567818
neighbors,10_nn_linear_FixedHammingHeap,4,219801339.0,1635984
neighbors,10_nn_linear_FixedHammingHeap,4,231104518.0,1704150
neighbors,10_nn_linear_FixedHammingHeap,4,239094431.0,1772316
neighbors,10_nn_linear_FixedHammingHeap,4,262009752.0,1840482
neighbors,10_nn_linear_FixedHammingHeap,4,287155910.0,1908648
neighbors,10_nn_linear_FixedHammingHeap,4,300494718.0,1976814
neighbors,10_nn_linear_FixedHammingHeap,4,309695810.0,2044980
neighbors,10_nn_linear_FixedHammingHeap,4,294940768.0,2113146
neighbors,10_nn_linear_FixedHammingHeap,4,301546301.0,2181312
